"CHILDID","C7DESMTH","C7R4MSCL","S7_ID","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"0056021C",0,163.88,"C035",121.74,"4y college",0,"WHITE",1.22,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0056022C",1,163.74,"C035",137.74,"4y college",1,"WHITE",0.78,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0056023C",1,166.26,"C035",159.58,"more than",1,"WHITE",1.89,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066001C",1,158.48,"C041",138.74,"less than",1,"WHITE",-0.48,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066003C",0,145.72,"C041",137.81,"less than",0,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066005C",1,168.79,"C041",150.62,"less than",0,"WHITE",-0.27,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066007C",0,128.3,"C041",108.99,"less than",0,"WHITE",-0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066009C",0,136.34,"C041",102.73,"4y college",0,"WHITE",0.71,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066011C",1,166.94,"C041",158.26,"4y college",1,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066015C",1,157.47,"C041",140.57,"4y college",1,"WHITE",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066016C",1,155.15,"C041",154.57,"4y college",1,"WHITE",0.58,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066018C",0,133.05,"C041",103.9,"4y college",0,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066021C",0,158.76,"C041",158.68,"4y college",1,"WHITE",0.27,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066023C",0,147.2,"C041",102.6,"less than",1,"WHITE",-0.34,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0066024C",1,162.49,"C041",151.22,"4y college",0,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0072015C",0,159.28,"C061",146.11,"4y college",1,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0073002C",1,162,"C052",150.57,"4y college",0,"WHITE",0.88,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073003C",0,164.89,"C052",158.21,"4y college",0,"WHITE",0.98,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073005C",0,161.57,"C052",148.2,"4y college",1,"WHITE",0.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073007C",0,151.28,"C052",103.64,"4y college",0,"WHITE",1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073008C",1,168.71,"C052",148.73,"more than",0,"WHITE",0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073009C",0,162.77,"C052",155.66,"more than",1,"WHITE",1.68,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073012C",1,158.81,"C052",159.11,"more than",1,"WHITE",0.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073016C",1,165.36,"C052",162.32,"4y college",1,"WHITE",1.17,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073017C",0,161.26,"C052",161.07,"4y college",1,"WHITE",1.31,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073019C",0,155.72,"C052",138.89,"4y college",0,"WHITE",0.96,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073020C",1,169.52,"C052",152.52,"4y college",0,"WHITE",1.21,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073021C",1,169.28,"C052",152.1,"more than",0,"HISPANIC",0.76,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073022C",1,168.47,"C052",158.32,"more than",1,"WHITE",1.27,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073023C",1,153.42,"C052",148.12,"4y college",1,"HISPANIC",0.22,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0073025C",1,161.12,"C052",141.49,"4y college",1,"WHITE",1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075002C",0,168.97,"C122",134.47,"more than",0,"HISPANIC",0.82,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075003C",0,161.75,"C122",142.82,"more than",0,"WHITE",0.69,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075005C",0,161.08,"C122",140.81,"4y college",1,"WHITE",0.8,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075006C",0,153.92,"C122",141.64,"4y college",1,"WHITE",1.05,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075009C",0,154.71,"C122",132.66,"more than",1,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075010C",0,152.75,"C122",128.09,"4y college",0,"WHITE",-0.15,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075012C",1,172.2,"C122",161.17,"4y college",1,"WHITE",1.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075013C",1,161.66,"C122",141.21,"more than",1,"WHITE",1.86,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075014C",0,153.67,"C122",139.94,"less than",1,"WHITE",0.44,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075016C",1,168.13,"C122",148.47,"more than",1,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075020C",0,156.98,"C122",146.29,"more than",0,"WHITE",0.54,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075021C",1,165.36,"C122",156.91,"more than",1,"WHITE",1.21,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075023C",0,89.84,"C122",63.72,"less than",0,"WHITE",0.56,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0075024C",1,164.69,"C122",160.77,"more than",0,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0077001C",0,160.2,"0077",130.02,"4y college",1,"WHITE",0.34,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077002C",1,136.54,"0077",132.75,"more than",0,"HISPANIC",0.48,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077003C",1,137.66,"0077",107.59,"more than",1,"WHITE",1.06,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077005C",0,131.64,"0077",118.69,"4y college",1,"HISPANIC",-0.26,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077007C",1,166.83,"0077",144.44,"more than",1,"WHITE",1.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077009C",1,168.85,"0077",157.98,"more than",1,"WHITE",1.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077010C",1,162.63,"0077",149.46,"4y college",0,"WHITE",0.61,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077012C",1,123.89,"0077",121.41,"less than",1,"HISPANIC",-0.19,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077013C",1,82.69,"0077",89.74,"less than",1,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077014C",0,106.46,"0077",68.07,"4y college",0,"BLACK",-0.15,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077020C",0,146.63,"0077",134.79,"4y college",1,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077023C",0,149.37,"0077",138.5,"more than",1,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077024C",0,145.42,"0077",136.76,"more than",1,"WHITE",0.31,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0078002C",1,172.2,"C061",169.51,"more than",1,"HISPANIC",1.98,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078003C",1,166.64,"C061",131.6,"less than",0,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078007C",1,171.39,"C061",162.54,"more than",1,"WHITE",1.68,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078009C",0,167.37,"C061",148.36,"4y college",1,"WHITE",1.13,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078010C",1,166.91,"C061",160.5,"4y college",0,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078013C",1,159.75,"C061",141.04,"more than",0,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078016C",1,167.42,"C061",160.69,"4y college",1,"HISPANIC",0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078018C",0,158.56,"C061",147.69,"4y college",0,"WHITE",0.56,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078021C",1,169.28,"C061",159.76,"4y college",0,"WHITE",0.03,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078022C",1,160.23,"C061",138.33,"4y college",1,"WHITE",0.8,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078023C",1,144.68,"C061",128.9,"less than",1,"WHITE",-0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0078024C",1,168.11,"C061",159.87,"4y college",0,"WHITE",1.41,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"0084003C",1,142.3,"C076",106.1,"more than",1,"WHITE",0.82,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084007C",0,144.78,"C076",124.96,"less than",0,"WHITE",0.05,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084009C",0,123.5,"C076",95.23,"4y college",1,"WHITE",0.62,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084010C",1,144.79,"C076",129.7,"more than",1,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084012C",0,137.72,"C076",138.46,"4y college",1,"WHITE",-0.02,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084015C",1,147.75,"C076",119.28,"4y college",0,"WHITE",0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084016C",1,166.55,"C076",158.94,"4y college",0,"WHITE",1.41,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084017C",0,141.52,"C076",139.88,"4y college",1,"WHITE",0.29,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084018C",1,141.75,"C076",115.3,"4y college",1,"WHITE",0.84,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0084020C",0,157.97,"C076",129.42,"4y college",0,"HISPANIC",0.36,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085001C",1,146.69,"0085",103.96,"4y college",1,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085003C",1,170.17,"0085",159.46,"4y college",1,"WHITE",-0.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085004C",1,150.77,"0085",140.28,"more than",1,"WHITE",0.6,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085005C",1,143.9,"0085",120.95,"4y college",1,"WHITE",0.51,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085008C",1,156.39,"0085",140.09,"more than",1,"WHITE",0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085012C",0,146.09,"0085",137.46,"more than",1,"WHITE",1.35,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085016C",1,149.39,"0085",121.43,"4y college",1,"WHITE",0.62,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085017C",0,169.34,"0085",148.13,"more than",0,"WHITE",0.46,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085019C",0,155.75,"0085",117.79,"4y college",0,"WHITE",1.4,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085021C",0,142.21,"0085",132.8,"more than",0,"WHITE",0.34,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085022C",0,157.71,"0085",137.94,"more than",0,"WHITE",0.79,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085023C",1,153.91,"0085",117.33,"more than",0,"WHITE",0.44,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085024C",0,160.46,"0085",154.32,"more than",0,"WHITE",0.45,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089003C",1,145.65,"C110",121.13,"4y college",0,"WHITE",-0.34,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089004C",0,146.82,"C110",131.45,"4y college",1,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089006C",1,159.2,"C110",140.45,"4y college",0,"WHITE",1.03,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089007C",1,164.74,"C110",132.95,"more than",1,"WHITE",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089008C",1,120.4,"C110",116.24,"more than",0,"WHITE",0.58,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089009C",1,97.66,"C110",73.61,"more than",1,"HISPANIC",-1.04,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089010C",1,160.31,"C110",135.7,"4y college",1,"WHITE",1.02,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089011C",0,140.48,"C110",135.51,"more than",0,"WHITE",0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089012C",0,164.3,"C110",156.27,"4y college",1,"WHITE",1.06,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089013C",1,123.72,"C110",107.41,"4y college",0,"WHITE",0.77,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0089015C",1,162.64,"C110",142.75,"more than",1,"WHITE",1.55,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0093003C",1,172.2,"C221",168.01,"more than",1,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0093004C",1,169.94,"C221",160.97,"more than",1,"WHITE",0.55,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0093005C",0,136.92,"C221",103.55,"4y college",0,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0093007C",1,166.24,"C221",143.08,"more than",0,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0093009C",0,141.53,"C221",107.02,"4y college",0,"WHITE",1.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
